"Application
Number",State,Region,inst,Program,Shift,P / F Time,"Level of
Course",Course,"Approved
Intake 15-
16",NRI Approved,PIO Approved,University Name
1-2453675630,Tamil Nadu,Southern,KTVR KNOWLEDGE PARK FOR ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2453675630,Tamil Nadu,Southern,KTVR KNOWLEDGE PARK FOR ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Anna University Chennai
1-2453675630,Tamil Nadu,Southern,KTVR KNOWLEDGE PARK FOR ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,18,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,24,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,DESIGN ENGINEERING,18,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,24,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,180,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,240,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,120,NA,NA,Anna University Chennai
1-2453676207,Tamil Nadu,Southern,MAILAM ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,240,NA,NA,Anna University Chennai
1-2453677226,Tamil Nadu,Southern,SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,18,NA,NA,Anna University Chennai
1-2453677226,Tamil Nadu,Southern,SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AERONAUTICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2453677226,Tamil Nadu,Southern,SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2453677226,Tamil Nadu,Southern,SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2453677226,Tamil Nadu,Southern,SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453680058,Tamil Nadu,Southern,SRI RAJIV GANDHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453680058,Tamil Nadu,Southern,SRI RAJIV GANDHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453680058,Tamil Nadu,Southern,SRI RAJIV GANDHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453680058,Tamil Nadu,Southern,SRI RAJIV GANDHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453680058,Tamil Nadu,Southern,SRI RAJIV GANDHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2453680058,Tamil Nadu,Southern,SRI RAJIV GANDHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,PETROCHEMICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,EMBEDDED SYSTEMS TECHNOLOGIES,18,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,MANUFACTURING ENGINEERING,18,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,18,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,40,NA,NA,Anna University Chennai
1-2453680422,Tamil Nadu,Southern,SYED AMMAL ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,36,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,36,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,EMBEDDED SYSTEMS TECHNOLOGIES,18,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,BIOMEDICAL ENGINEERING,120,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,180,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,180,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,Yes,Anna University Chennai
1-2453681205,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,240,NA,Yes,Anna University Chennai
1-2453684588,Tamil Nadu,Southern,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453684588,Tamil Nadu,Southern,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2453684588,Tamil Nadu,Southern,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2453684588,Tamil Nadu,Southern,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Anna University Chennai
1-2453684588,Tamil Nadu,Southern,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2453684588,Tamil Nadu,Southern,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453685254,Tamil Nadu,Southern,THIRUMATHI ELIZABETH POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2453685254,Tamil Nadu,Southern,THIRUMATHI ELIZABETH POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453685254,Tamil Nadu,Southern,THIRUMATHI ELIZABETH POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453685254,Tamil Nadu,Southern,THIRUMATHI ELIZABETH POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453685254,Tamil Nadu,Southern,THIRUMATHI ELIZABETH POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453685254,Tamil Nadu,Southern,THIRUMATHI ELIZABETH POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING (TOOL & DIE),60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688593,Tamil Nadu,Southern,PANIMALAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,90,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688593,Tamil Nadu,Southern,PANIMALAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,90,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688593,Tamil Nadu,Southern,PANIMALAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688593,Tamil Nadu,Southern,PANIMALAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,180,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688912,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ARCHITECTURAL ASSISTANTSHIP,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688912,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688912,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688912,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688912,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453688912,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,240,NA,NA,Directorate of Technical Education Tamilnadu
1-2453689777,Tamil Nadu,Southern,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,No,NA,Anna University Chennai
1-2453689777,Tamil Nadu,Southern,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,EMBEDDED SYSTEMS,18,No,NA,Anna University Chennai
1-2453689777,Tamil Nadu,Southern,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453689777,Tamil Nadu,Southern,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453689777,Tamil Nadu,Southern,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453689777,Tamil Nadu,Southern,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,Yes,NA,Anna University Chennai
1-2453689777,Tamil Nadu,Southern,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,Yes,NA,Anna University Chennai
1-2453689777,Tamil Nadu,Southern,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453690489,Tamil Nadu,Southern,MAHENDRA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453690489,Tamil Nadu,Southern,MAHENDRA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453690489,Tamil Nadu,Southern,MAHENDRA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453690489,Tamil Nadu,Southern,MAHENDRA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453690489,Tamil Nadu,Southern,MAHENDRA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,180,NA,NA,Directorate of Technical Education Tamilnadu
1-2453690489,Tamil Nadu,Southern,MAHENDRA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING (TOOL & DIE),60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,18,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,INFORMATION TECHNOLOGY,18,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,18,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2453690861,Tamil Nadu,Southern,JOE SURESH ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,24,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AND COMMUNICATION ENGINEERING,24,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,ENERGY ENGINEERING,24,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,24,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AUTOMOBILE ENGINEERING,60,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,BIOMEDICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2454219876,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,180,NA,NA,Anna University Chennai
1-2454223549,Tamil Nadu,Southern,MAHENDRA INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,24,NA,NA,Anna University Chennai
